Date,ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax,soltotal,Site_Id,DHE,MeasStatus,LastUpdate
2010-12-03,0.0,36.4,54.0,71.6,42.1,0.66,16.98,14.37,J17WL,673.88,A,2024-11-19
2010-12-04,0.0,43.2,59.9,76.6,51.8,0.07,18.8,13.69,J17WL,673.91,A,2024-11-19
2010-12-05,0.0,46.9,62.4,78.0,43.4,0.59,20.71,11.47,J17WL,673.93,A,2024-11-19
2010-12-06,0.0,37.0,47.3,57.5,26.5,3.06,10.99,7.83,J17WL,673.47,A,2024-11-19
2010-12-07,0.0,35.3,46.6,58.0,23.7,2.25,12.65,13.97,J17WL,673.49,A,2024-11-19
2010-12-08,0.0,40.8,51.0,61.2,37.7,1.49,9.57,4.18,J17WL,673.24,A,2024-11-19
2010-12-09,0.0,30.0,44.8,59.5,30.5,0.66,11.72,13.77,J17WL,672.93,A,2024-11-19
2010-12-10,0.0,31.0,48.8,66.5,36.9,0.32,15.09,13.58,J17WL,672.56,A,2024-11-19
2010-12-11,0.0,37.0,55.7,74.3,44.9,0.31,19.23,13.2,J17WL,672.62,A,2024-11-19
2010-12-12,0.0,43.7,59.1,74.4,27.9,0.61,22.56,11.4,J17WL,672.5,A,2024-11-19
2010-12-13,0.0,29.0,44.1,59.1,14.4,2.15,14.68,13.77,J17WL,671.98,A,2024-11-19
2010-12-14,0.0,29.9,45.5,61.1,19.7,1.57,15.44,14.11,J17WL,672.1,A,2024-11-19
2010-12-15,0.0,37.1,54.9,72.8,43.9,0.27,18.88,13.97,J17WL,671.68,A,2024-11-19
2010-12-16,0.0,47.2,62.2,77.1,51.2,0.03,19.46,12.17,J17WL,671.44,A,2024-11-19
2010-12-17,0.0,42.8,53.3,63.8,35.9,0.46,13.77,12.69,J17WL,671.05,A,2024-11-19
2010-12-18,0.0,35.8,46.1,56.5,32.1,2.07,8.25,8.17,J17WL,671.09,A,2024-11-19
2010-12-19,0.0,33.3,46.2,59.0,25.5,1.54,12.88,13.65,J17WL,671.08,A,2024-11-19
2010-12-20,0.0,33.9,51.0,68.1,41.4,0.28,15.16,11.62,J17WL,670.85,A,2024-11-19
2010-12-21,0.0,55.6,66.1,76.6,57.8,0.16,16.21,10.56,J17WL,670.38,A,2024-11-19
2010-12-22,0.0,56.2,66.6,77.0,59.8,0.18,12.99,7.69,J17WL,670.13,A,2024-11-19
2010-12-23,0.02,55.7,61.1,66.6,52.3,0.32,7.22,2.42,J17WL,670.01,A,2024-11-19
2010-12-24,0.0,55.7,63.0,70.2,54.4,0.72,9.63,5.04,J17WL,670.02,A,2024-11-19
2010-12-25,0.65,41.2,55.7,70.3,48.9,0.24,7.5,3.15,J17WL,670.79,A,2024-11-19
2010-12-26,0.0,27.9,40.0,52.1,27.4,0.7,8.22,14.12,J17WL,671.18,A,2024-11-19
2010-12-27,0.0,26.3,39.8,53.4,24.7,0.49,9.77,14.17,J17WL,671.25,A,2024-11-19
2010-12-28,0.0,28.2,45.0,61.7,40.9,0.72,10.71,11.82,J17WL,671.21,A,2024-11-19
2010-12-29,0.29,51.6,56.9,62.2,56.9,0.06,1.94,1.1,J17WL,671.55,A,2024-11-19
2010-12-30,0.0,49.3,60.9,72.5,55.9,0.03,11.57,6.18,J17WL,671.84,A,2024-11-19
2010-12-31,0.0,56.8,66.9,77.0,58.8,0.19,17.43,8.81,J17WL,671.45,A,2024-11-19
2011-01-01,0.0,49.7,58.8,68.0,31.8,0.79,16.52,12.15,J17WL,671.45,A,2024-11-19
2011-01-02,0.0,34.8,48.5,62.3,22.8,3.06,14.81,13.66,J17WL,671.58,A,2024-11-19
2011-01-03,0.0,34.6,47.0,59.3,22.8,1.9,13.53,13.52,J17WL,671.31,A,2024-11-19
2011-01-04,0.03,44.9,51.6,58.4,45.1,1.32,6.28,3.98,J17WL,671.26,A,2024-11-19
2011-01-05,0.05,55.4,58.1,60.8,57.1,0.2,1.62,1.19,J17WL,671.38,A,2024-11-19
2011-01-06,0.0,35.6,53.7,71.8,33.1,0.26,22.14,12.4,J17WL,671.19,A,2024-11-19
2011-01-07,0.0,34.5,51.2,67.9,29.2,1.19,18.48,13.21,J17WL,671.1,A,2024-11-19
2011-01-08,0.0,36.4,55.0,73.6,36.7,1.37,19.62,12.76,J17WL,671.35,A,2024-11-19
2011-01-09,1.53,45.3,55.0,64.6,33.9,0.42,15.43,9.22,J17WL,672.13,A,2024-11-19
2011-01-10,0.0,41.7,48.1,54.4,41.9,0.57,4.24,6.91,J17WL,672.56,A,2024-11-19
2011-01-11,0.02,38.0,41.5,45.0,38.8,0.12,2.31,1.45,J17WL,673.17,A,2024-11-19
2011-01-12,0.0,34.1,39.9,45.8,19.0,2.08,7.16,10.44,J17WL,672.92,A,2024-11-19
2011-01-13,0.0,33.7,36.9,40.1,15.8,3.56,5.72,4.5,J17WL,673.15,A,2024-11-19
2011-01-14,0.0,35.4,38.7,41.9,19.3,3.14,5.93,4.53,J17WL,673.07,A,2024-11-19
2011-01-15,0.48,37.5,44.1,50.6,42.9,0.08,3.89,1.11,J17WL,673.46,A,2024-11-19
2011-01-16,0.34,49.1,51.5,53.9,50.4,0.13,1.14,1.0,J17WL,674.13,A,2024-11-19
2011-01-17,0.0,38.2,46.8,55.5,46.8,0.02,2.5,2.18,J17WL,674.31,A,2024-11-19
2011-01-18,0.0,39.7,48.7,57.6,47.9,0.0,3.9,7.03,J17WL,674.55,A,2024-11-19
2011-01-19,0.0,42.2,56.4,70.6,46.4,0.16,15.5,14.95,J17WL,674.45,A,2024-11-19
2011-01-20,0.0,40.9,53.9,66.9,48.8,0.21,11.43,14.76,J17WL,674.55,A,2024-11-19
2011-01-21,0.0,28.6,45.2,61.8,31.2,0.37,6.27,11.48,J17WL,674.29,A,2024-11-19
2011-01-22,0.0,27.4,40.5,53.5,21.9,0.82,10.41,15.73,J17WL,674.51,A,2024-11-19
2011-01-23,0.0,28.2,45.9,63.6,29.1,0.56,15.6,16.16,J17WL,674.48,A,2024-11-19
2011-01-24,0.0,40.0,48.6,57.2,40.5,0.75,6.43,4.02,J17WL,674.33,A,2024-11-19
2011-01-25,0.0,42.1,53.2,64.3,30.9,3.32,14.92,14.61,J17WL,673.94,A,2024-11-19
2011-01-26,0.0,30.2,45.5,60.8,28.8,0.76,13.07,15.47,J17WL,673.7,A,2024-11-19
2011-01-27,0.0,30.5,46.6,62.7,28.7,0.72,14.91,16.33,J17WL,673.37,A,2024-11-19
2011-01-28,0.0,37.3,53.1,68.7,33.8,1.35,17.9,16.32,J17WL,673.16,A,2024-11-19
2011-01-29,0.0,39.6,56.5,73.4,39.9,1.34,20.81,16.32,J17WL,673.27,A,2024-11-19
2011-01-30,0.0,53.9,64.3,74.6,57.6,1.03,13.23,10.81,J17WL,673.44,A,2024-11-19
2011-01-31,0.0,53.8,66.7,79.7,51.9,0.52,23.48,13.68,J17WL,672.68,A,2024-11-19
2011-02-01,0.2,42.1,60.0,77.9,56.4,0.31,17.24,10.89,J17WL,672.53,A,2024-11-19
2011-02-02,0.0,20.4,30.8,41.2,17.0,1.05,4.67,15.04,J17WL,672.31,A,2024-11-19
2011-02-03,0.0,20.8,24.5,28.2,8.9,1.67,3.01,5.28,J17WL,672.29,A,2024-11-19
2011-02-04,0.07,21.3,24.6,27.8,13.8,0.43,2.72,5.25,J17WL,671.99,A,2024-11-19
2011-02-05,0.0,21.8,33.1,44.5,15.6,0.89,7.35,17.3,J17WL,671.12,A,2024-11-19
2011-02-06,0.0,26.4,45.0,63.7,18.3,1.44,16.68,17.85,J17WL,671.76,A,2024-11-19
2011-02-07,0.0,32.6,54.1,75.5,31.7,1.2,25.87,17.61,J17WL,671.83,A,2024-11-19
2011-02-08,0.0,32.6,46.1,59.6,22.4,1.5,14.3,18.1,J17WL,671.83,A,2024-11-19
2011-02-09,0.05,32.3,49.9,67.5,42.8,0.29,13.85,15.63,J17WL,671.99,A,2024-11-19
2011-02-10,0.0,22.0,29.8,37.7,17.7,0.61,3.57,7.77,J17WL,671.85,A,2024-11-19
2011-02-11,0.0,20.8,33.8,46.8,14.7,0.93,8.28,18.35,J17WL,671.74,A,2024-11-19
2011-02-12,0.0,23.1,40.0,56.9,19.2,0.96,12.67,18.57,J17WL,671.81,A,2024-11-19
2011-02-13,0.0,27.6,46.4,65.2,22.1,0.97,17.67,18.7,J17WL,671.78,A,2024-11-19
2011-02-14,0.0,32.7,52.8,72.9,40.6,0.14,20.36,19.05,J17WL,671.74,A,2024-11-19
2011-02-15,0.0,43.6,60.5,77.4,53.8,0.11,18.63,15.27,J17WL,671.6,A,2024-11-19
2011-02-16,0.02,57.7,68.1,78.5,58.1,0.3,17.99,9.08,J17WL,671.27,A,2024-11-19
2011-02-17,0.03,59.3,66.8,74.3,60.1,0.34,12.02,6.76,J17WL,671.51,A,2024-11-19
2011-02-18,0.0,64.6,71.3,77.9,61.7,1.02,15.29,7.46,J17WL,671.19,A,2024-11-19
2011-02-19,0.0,61.3,70.5,79.6,59.8,0.79,17.04,7.51,J17WL,671.41,A,2024-11-19
2011-02-20,0.08,61.3,69.6,77.9,61.3,0.62,14.44,4.75,J17WL,671.69,A,2024-11-19
2011-02-21,0.0,63.2,72.6,82.1,60.8,1.95,20.11,11.64,J17WL,671.33,A,2024-11-19
2011-02-22,0.0,56.9,67.9,78.8,55.8,1.28,15.25,8.44,J17WL,671.11,A,2024-11-19
2011-02-23,0.0,56.2,61.7,67.3,51.3,0.48,9.82,5.27,J17WL,670.87,A,2024-11-19
2011-02-24,0.0,64.8,71.4,78.1,63.7,0.35,13.22,6.3,J17WL,670.84,A,2024-11-19
2011-02-25,0.08,44.3,64.9,85.5,43.3,1.3,35.55,9.1,J17WL,670.74,A,2024-11-19
2011-02-26,0.0,47.8,62.2,76.5,39.7,1.95,23.53,20.89,J17WL,670.58,A,2024-11-19
2011-02-27,0.0,60.2,69.8,79.4,64.2,0.8,13.61,7.43,J17WL,670.63,A,2024-11-19
2011-02-28,0.02,60.7,74.9,89.1,58.2,0.73,28.41,9.97,J17WL,670.23,A,2024-11-19
2011-03-01,0.0,45.7,60.2,74.6,30.6,3.96,24.14,21.36,J17WL,670.04,A,2024-11-19
2011-03-02,0.0,42.0,58.0,73.9,33.1,2.02,22.61,21.34,J17WL,669.57,A,2024-11-19
2011-03-03,0.0,43.1,60.2,77.4,40.8,1.2,24.23,21.52,J17WL,669.34,A,2024-11-19
2011-03-04,0.0,53.0,65.1,77.2,53.0,0.78,18.73,17.27,J17WL,669.19,A,2024-11-19
2011-03-05,0.0,58.1,67.8,77.4,58.1,1.35,15.84,12.62,J17WL,669.24,A,2024-11-19
2011-03-06,0.0,34.4,51.5,68.6,31.8,1.92,17.77,18.23,J17WL,669.36,A,2024-11-19
2011-03-07,0.0,36.4,51.8,67.3,29.8,0.61,18.98,21.65,J17WL,669.15,A,2024-11-19
2011-03-08,0.0,45.0,61.4,77.7,55.4,0.33,18.47,18.69,J17WL,668.97,A,2024-11-19
2011-03-09,0.0,57.3,70.6,84.0,58.5,1.31,23.42,14.61,J17WL,668.62,A,2024-11-19
2011-03-10,0.0,40.8,58.0,75.2,33.0,3.15,23.56,21.73,J17WL,668.0,A,2024-11-19
2011-03-11,0.0,39.2,56.8,74.4,24.3,3.0,25.08,22.92,J17WL,667.78,A,2024-11-19
2011-03-12,0.0,40.1,59.1,78.2,43.6,1.15,25.11,22.62,J17WL,667.97,A,2024-11-19
2011-03-13,0.0,58.3,70.5,82.7,56.3,1.26,24.16,19.88,J17WL,667.66,A,2024-11-19
2011-03-14,0.0,62.6,69.7,76.8,61.6,0.71,14.0,6.92,J17WL,667.11,A,2024-11-19
2011-03-15,0.0,49.4,62.3,75.1,46.7,0.61,18.75,16.99,J17WL,666.78,A,2024-11-19
2011-03-16,0.0,51.6,63.9,76.3,52.6,0.58,17.32,18.34,J17WL,666.18,A,2024-11-19
2011-03-17,0.0,62.4,72.5,82.7,61.2,0.49,20.81,16.34,J17WL,665.72,A,2024-11-19
2011-03-18,0.0,66.6,75.3,84.0,61.7,2.11,22.25,15.85,J17WL,665.13,A,2024-11-19
2011-03-19,0.0,65.3,75.9,86.5,62.2,1.79,25.43,15.29,J17WL,664.76,A,2024-11-19
2011-03-20,0.0,64.6,73.5,82.4,61.8,1.11,19.85,11.06,J17WL,664.55,A,2024-11-19
2011-03-21,0.0,64.5,72.4,80.3,62.2,1.08,17.22,10.51,J17WL,663.96,A,2024-11-19
2011-03-22,0.0,64.4,73.2,81.9,60.7,1.88,19.69,14.31,J17WL,663.4,A,2024-11-19
2011-03-23,0.0,65.0,74.6,84.3,61.2,1.4,23.06,18.17,J17WL,662.71,A,2024-11-19
2011-03-24,0.0,63.1,74.9,86.8,60.4,0.65,26.55,20.74,J17WL,662.37,A,2024-11-19
2011-03-25,0.0,63.6,73.9,84.2,60.8,0.84,23.1,14.49,J17WL,662.06,A,2024-11-19
2011-03-26,0.0,66.5,76.1,85.7,63.7,1.75,23.38,17.13,J17WL,662.78,A,2024-11-19
2011-03-27,0.0,65.7,76.2,86.7,66.2,0.93,20.02,13.77,J17WL,662.68,A,2024-11-19
2011-03-28,0.0,53.5,65.9,78.4,55.1,1.58,15.04,13.13,J17WL,662.18,A,2024-11-19
2011-03-29,0.0,53.4,60.7,68.1,55.8,1.03,7.5,7.29,J17WL,662.4,A,2024-11-19
2011-03-30,0.0,51.9,62.4,72.9,57.8,0.32,5.94,4.31,J17WL,663.13,A,2024-11-19
2011-03-31,0.0,48.2,59.6,70.9,43.9,2.69,14.87,15.14,J17WL,663.23,A,2024-11-19
2011-04-01,0.0,51.0,66.2,81.4,54.4,0.26,21.81,18.15,J17WL,663.11,A,2024-11-19
2011-04-02,0.0,62.5,77.9,93.2,60.8,0.39,38.53,21.62,J17WL,663.03,A,2024-11-19
2011-04-03,0.0,67.2,77.1,87.0,66.2,1.43,20.83,13.93,J17WL,663.12,A,2024-11-19
2011-04-04,0.0,69.8,77.0,84.2,68.4,2.39,16.17,12.15,J17WL,662.66,A,2024-11-19
2011-04-05,0.0,40.3,59.5,78.7,35.9,1.88,24.7,23.42,J17WL,662.45,A,2024-11-19
2011-04-06,0.0,42.8,59.8,76.8,32.0,2.21,26.51,26.28,J17WL,662.21,A,2024-11-19
2011-04-07,0.0,48.7,67.4,86.1,56.9,1.4,27.68,26.11,J17WL,661.88,A,2024-11-19
2011-04-08,0.0,67.0,76.7,86.4,66.3,2.35,21.69,18.42,J17WL,661.44,A,2024-11-19
2011-04-09,0.0,67.1,80.8,94.4,66.9,1.15,35.07,22.54,J17WL,661.15,A,2024-11-19
2011-04-10,0.0,68.5,80.6,92.7,67.2,0.83,31.43,22.76,J17WL,661.03,A,2024-11-19
2011-04-11,0.0,65.4,79.1,92.9,65.9,2.29,30.88,23.06,J17WL,660.24,A,2024-11-19
2011-04-12,0.0,49.3,66.8,84.3,35.7,3.69,34.08,26.32,J17WL,659.7,A,2024-11-19
2011-04-13,0.0,50.8,67.6,84.4,40.5,2.63,33.54,26.1,J17WL,659.42,A,2024-11-19
2011-04-14,0.0,53.4,68.9,84.4,59.9,2.26,24.97,23.19,J17WL,659.48,A,2024-11-19
2011-04-15,0.0,66.2,77.1,88.0,66.8,1.07,23.85,14.65,J17WL,659.32,A,2024-11-19
2011-04-16,0.0,51.8,68.0,84.1,25.7,8.48,35.49,26.7,J17WL,659.19,A,2024-11-19
2011-04-17,0.0,49.1,64.7,80.3,29.7,3.13,30.84,26.83,J17WL,659.32,A,2024-11-19
2011-04-18,0.0,51.1,67.6,84.1,60.4,2.58,22.67,20.93,J17WL,658.84,A,2024-11-19
2011-04-19,0.0,71.1,82.1,93.0,67.9,3.05,29.98,22.21,J17WL,658.02,A,2024-11-19
2011-04-20,0.0,72.5,82.9,93.3,69.3,2.14,30.26,17.57,J17WL,657.31,A,2024-11-19
2011-04-21,0.0,74.4,81.1,87.7,69.7,2.48,20.62,11.72,J17WL,657.23,A,2024-11-19
2011-04-22,0.0,73.3,82.0,90.7,67.5,2.93,28.55,18.54,J17WL,656.98,A,2024-11-19
2011-04-23,0.0,73.2,82.4,91.6,66.7,3.5,31.2,22.97,J17WL,657.05,A,2024-11-19
2011-04-24,0.0,73.4,82.1,90.7,66.5,3.61,28.47,22.18,J17WL,657.1,A,2024-11-19
2011-04-25,0.0,73.9,81.3,88.6,66.9,4.7,27.26,16.01,J17WL,657.06,A,2024-11-19
2011-04-26,0.0,70.1,82.1,94.0,67.8,0.47,36.35,16.14,J17WL,656.17,A,2024-11-19
2011-04-27,0.0,71.5,84.1,96.6,69.1,0.6,36.74,22.93,J17WL,655.64,A,2024-11-19
2011-04-28,0.0,58.0,74.2,90.5,31.1,5.87,45.67,27.87,J17WL,654.88,A,2024-11-19
2011-04-29,0.0,54.6,69.2,83.8,43.2,3.25,31.39,27.97,J17WL,654.31,A,2024-11-19
2011-04-30,0.0,57.0,73.4,89.9,57.1,3.31,36.1,27.67,J17WL,654.86,A,2024-11-19
2011-05-01,0.0,75.1,83.7,92.4,68.9,4.17,30.88,16.55,J17WL,655.33,A,2024-11-19
2011-05-02,0.0,52.8,72.4,91.9,55.6,2.58,30.04,19.36,J17WL,654.94,A,2024-11-19
2011-05-03,0.0,46.2,52.9,59.5,44.9,1.4,6.25,7.12,J17WL,654.8,A,2024-11-19
2011-05-04,0.0,48.5,62.4,76.4,34.4,3.76,25.14,27.83,J17WL,654.21,A,2024-11-19
2011-05-05,0.0,51.9,65.6,79.4,39.1,2.61,28.46,25.81,J17WL,653.33,A,2024-11-19
2011-05-06,0.0,56.5,70.6,84.8,53.2,1.8,28.8,26.81,J17WL,653.18,A,2024-11-19
2011-05-07,0.0,66.1,77.2,88.3,59.3,2.03,30.84,22.19,J17WL,653.04,A,2024-11-19
2011-05-08,0.0,70.8,81.2,91.6,65.9,4.14,30.62,22.23,J17WL,653.18,A,2024-11-19
2011-05-09,0.0,73.1,85.0,96.9,68.5,2.67,38.8,23.26,J17WL,652.51,A,2024-11-19
2011-05-10,0.0,73.6,84.4,95.2,66.8,3.59,36.19,24.17,J17WL,651.6,A,2024-11-19
2011-05-11,0.0,74.5,82.7,90.9,68.1,3.66,29.03,14.72,J17WL,651.3,A,2024-11-19
2011-05-12,0.0,76.1,82.9,89.8,69.4,2.53,26.37,17.42,J17WL,652.79,A,2024-11-19
2011-05-13,1.24,62.0,70.6,79.2,64.0,0.48,13.35,9.66,J17WL,654.31,A,2024-11-19
2011-05-14,0.0,58.1,74.7,91.2,55.4,1.38,36.87,26.84,J17WL,655.24,A,2024-11-19
2011-05-15,0.0,57.4,70.7,83.9,42.1,5.93,33.78,27.81,J17WL,656.13,A,2024-11-19
2011-05-16,0.0,59.2,69.7,80.2,44.9,6.08,26.79,24.59,J17WL,655.96,A,2024-11-19
2011-05-17,0.0,59.5,73.0,86.5,49.3,4.36,31.93,25.37,J17WL,655.39,A,2024-11-19
2011-05-18,0.0,62.9,75.9,88.9,58.6,4.81,31.45,26.47,J17WL,654.81,A,2024-11-19
2011-05-19,0.0,72.2,80.2,88.1,68.4,3.38,22.98,16.37,J17WL,654.53,A,2024-11-19
2011-05-20,0.0,75.1,78.6,82.1,72.6,1.58,10.56,7.61,J17WL,654.62,A,2024-11-19
2011-05-21,0.0,75.6,83.2,90.9,71.8,2.08,22.89,14.14,J17WL,654.67,A,2024-11-19
2011-05-22,0.0,75.1,83.1,91.1,72.6,1.46,23.91,15.32,J17WL,654.71,A,2024-11-19
2011-05-23,0.0,74.7,84.3,94.0,70.1,3.23,31.57,23.05,J17WL,653.82,A,2024-11-19
2011-05-24,0.0,75.4,83.4,91.5,70.1,3.88,26.45,20.1,J17WL,652.82,A,2024-11-19
2011-05-25,0.0,77.1,86.9,96.7,70.7,3.97,36.08,24.56,J17WL,651.88,A,2024-11-19
2011-05-26,0.0,73.3,86.6,99.9,64.8,5.57,46.48,25.47,J17WL,651.28,A,2024-11-19
2011-05-27,0.0,72.9,84.0,95.1,60.7,2.2,40.34,27.87,J17WL,650.21,A,2024-11-19
2011-05-28,0.0,74.0,87.0,100.0,67.5,2.49,47.94,27.81,J17WL,650.46,A,2024-11-19
2011-05-29,0.0,75.1,87.4,99.6,70.3,3.71,42.26,25.15,J17WL,650.42,A,2024-11-19
2011-05-30,0.0,76.5,86.5,96.5,68.8,5.27,37.34,26.2,J17WL,649.6,A,2024-11-19
2011-05-31,0.0,78.5,87.7,97.0,69.2,5.27,40.78,24.61,J17WL,647.89,A,2024-11-19
2011-06-01,0.0,73.0,84.9,96.9,68.8,2.44,38.14,24.08,J17WL,647.0,A,2024-11-19
2011-06-02,0.0,66.4,81.0,95.5,63.2,1.18,41.35,23.45,J17WL,646.63,A,2024-11-19
2011-06-03,0.0,67.7,82.1,96.6,58.7,1.98,44.95,27.75,J17WL,646.38,A,2024-11-19
2011-06-04,0.0,71.4,83.7,96.0,63.4,2.57,41.03,28.17,J17WL,646.25,A,2024-11-19
2011-06-05,0.0,70.8,83.3,95.7,64.5,2.25,39.88,24.71,J17WL,646.66,A,2024-11-19
2011-06-06,0.0,71.6,84.7,97.9,59.8,4.17,45.76,28.12,J17WL,645.71,A,2024-11-19
2011-06-07,0.0,72.0,86.2,100.4,59.6,7.49,52.34,27.79,J17WL,644.33,A,2024-11-19
2011-06-08,0.0,74.3,86.1,97.9,63.4,4.58,44.91,28.13,J17WL,643.53,A,2024-11-19
2011-06-09,0.0,73.0,84.8,96.6,65.3,3.43,41.43,26.8,J17WL,642.97,A,2024-11-19
2011-06-10,0.0,73.0,84.8,96.6,65.0,3.25,41.7,26.92,J17WL,642.6,A,2024-11-19
2011-06-11,0.0,73.8,85.5,97.1,66.1,3.26,41.51,26.03,J17WL,643.39,A,2024-11-19
2011-06-12,0.0,74.3,85.6,96.9,66.4,2.9,40.55,25.89,J17WL,643.77,A,2024-11-19
2011-06-13,0.0,74.5,86.4,98.3,65.8,3.06,45.15,26.45,J17WL,642.7,A,2024-11-19
2011-06-14,0.0,76.2,87.1,98.0,66.3,4.19,44.15,27.03,J17WL,641.88,A,2024-11-19
2011-06-15,0.0,75.8,87.8,99.9,65.7,4.65,49.32,27.62,J17WL,640.84,A,2024-11-19
2011-06-16,0.0,77.1,88.8,100.4,68.3,5.24,47.69,26.22,J17WL,640.46,A,2024-11-19
2011-06-17,0.0,77.7,89.6,101.5,70.0,4.38,49.08,24.75,J17WL,640.29,A,2024-11-19
2011-06-18,0.0,75.6,89.6,103.7,69.1,2.44,55.39,27.34,J17WL,640.96,A,2024-11-19
2011-06-19,0.0,77.5,90.5,103.6,68.9,4.41,54.72,27.52,J17WL,641.15,A,2024-11-19
2011-06-20,0.0,78.1,90.3,102.4,68.8,6.37,51.26,26.57,J17WL,640.03,A,2024-11-19
2011-06-21,0.0,78.5,88.8,99.1,69.9,5.71,42.5,22.13,J17WL,639.84,A,2024-11-19
2011-06-22,1.79,68.9,83.9,98.8,70.2,0.35,40.14,21.11,J17WL,643.02,A,2024-11-19
2011-06-23,0.07,69.9,79.3,88.7,69.5,0.69,24.33,18.78,J17WL,644.61,A,2024-11-19
2011-06-24,0.0,72.0,82.0,92.1,69.4,1.54,29.13,22.89,J17WL,645.28,A,2024-11-19
2011-06-25,0.0,74.4,84.1,93.7,71.3,2.02,28.75,22.33,J17WL,645.6,A,2024-11-19
2011-06-26,0.0,76.8,85.9,95.0,72.0,2.97,30.71,22.35,J17WL,646.57,A,2024-11-19
2011-06-27,0.0,77.6,87.5,97.3,71.1,3.95,36.54,25.38,J17WL,646.17,A,2024-11-19
2011-06-28,0.0,77.3,87.4,97.5,71.0,3.47,37.73,25.9,J17WL,645.14,A,2024-11-19
2011-06-29,0.0,74.6,85.1,95.6,70.4,2.84,33.33,23.96,J17WL,644.69,A,2024-11-19
2011-06-30,0.0,72.6,83.9,95.2,68.1,2.82,34.36,24.64,J17WL,644.71,A,2024-11-19
2011-07-01,0.0,75.8,86.4,96.9,69.7,2.35,38.69,26.39,J17WL,644.54,A,2024-11-19
2011-07-02,0.0,76.6,86.0,95.4,71.0,3.05,33.9,20.42,J17WL,645.21,A,2024-11-19
2011-07-03,0.0,75.6,86.2,96.7,68.7,3.48,38.37,27.01,J17WL,645.59,A,2024-11-19
2011-07-04,0.0,74.5,86.2,97.9,66.6,3.9,42.78,28.12,J17WL,644.85,A,2024-11-19
2011-07-05,0.0,73.4,85.2,97.0,65.5,3.45,42.26,27.94,J17WL,643.97,A,2024-11-19
2011-07-06,0.0,75.2,86.1,97.1,65.0,4.53,42.79,27.74,J17WL,643.65,A,2024-11-19
2011-07-07,0.0,75.5,86.8,98.0,66.0,5.16,41.97,28.55,J17WL,643.56,A,2024-11-19
2011-07-08,0.0,74.8,86.1,97.3,65.9,5.41,41.62,27.74,J17WL,643.31,A,2024-11-19
2011-07-09,0.0,74.8,86.8,98.8,64.8,4.17,46.0,28.46,J17WL,643.92,A,2024-11-19
2011-07-10,0.0,76.5,87.4,98.3,68.7,3.82,42.11,25.86,J17WL,644.44,A,2024-11-19
2011-07-11,0.01,77.0,87.2,97.4,71.4,2.97,37.46,20.96,J17WL,644.37,A,2024-11-19
2011-07-12,0.0,76.7,87.9,99.0,70.9,2.93,41.17,23.27,J17WL,643.66,A,2024-11-19
2011-07-13,0.0,75.0,87.2,99.4,69.9,2.05,42.99,24.04,J17WL,643.25,A,2024-11-19
2011-07-14,0.0,75.5,87.3,99.2,68.6,2.74,43.31,27.22,J17WL,642.97,A,2024-11-19
2011-07-15,0.0,77.1,88.8,100.6,68.7,4.32,46.6,26.45,J17WL,642.59,A,2024-11-19
2011-07-16,0.0,78.3,89.8,101.3,67.9,5.74,50.38,25.83,J17WL,643.14,A,2024-11-19
2011-07-17,0.0,75.7,86.1,96.4,67.7,4.24,38.66,22.13,J17WL,643.88,A,2024-11-19
2011-07-18,0.0,75.3,86.7,98.1,66.6,4.02,42.57,24.67,J17WL,643.31,A,2024-11-19
2011-07-19,0.0,77.7,89.1,100.5,66.1,7.72,48.24,28.36,J17WL,643.12,A,2024-11-19
2011-07-20,0.58,75.1,87.4,99.6,71.7,1.1,41.68,18.24,J17WL,644.09,A,2024-11-19
2011-07-21,0.0,75.7,87.4,99.0,71.2,1.82,41.68,25.01,J17WL,644.1,A,2024-11-19
2011-07-22,0.0,76.8,87.7,98.6,71.0,2.92,41.08,24.24,J17WL,643.59,A,2024-11-19
2011-07-23,0.0,78.6,89.1,99.6,71.9,3.97,41.55,20.18,J17WL,644.38,A,2024-11-19
2011-07-24,0.0,78.1,89.6,101.0,70.1,3.81,47.03,24.73,J17WL,644.39,A,2024-11-19
2011-07-25,0.0,74.6,87.8,101.1,68.1,3.08,48.38,26.14,J17WL,643.54,A,2024-11-19
2011-07-26,0.0,76.5,88.8,101.0,66.6,4.47,50.51,27.79,J17WL,643.24,A,2024-11-19
2011-07-27,0.0,76.1,88.6,101.0,66.7,4.91,49.35,27.49,J17WL,643.02,A,2024-11-19
2011-07-28,0.0,77.1,89.2,101.3,68.1,4.98,50.77,27.46,J17WL,643.02,A,2024-11-19
2011-07-29,0.0,77.7,89.3,100.8,67.6,4.54,49.08,26.99,J17WL,643.17,A,2024-11-19
2011-07-30,0.0,77.5,88.5,99.4,71.1,3.34,41.93,23.52,J17WL,644.26,A,2024-11-19
2011-07-31,0.03,76.0,86.9,97.8,70.0,2.11,40.25,17.81,J17WL,645.11,A,2024-11-19
2011-08-01,0.0,76.8,88.0,99.1,67.6,3.9,44.6,25.32,J17WL,644.41,A,2024-11-19
2011-08-02,0.0,77.9,90.0,102.1,64.2,7.47,52.5,28.03,J17WL,643.09,A,2024-11-19
2011-08-03,0.0,77.5,90.0,102.5,66.5,6.72,51.85,27.41,J17WL,642.4,A,2024-11-19
